customer_id,tenure_months,monthly_charges,support_tickets,region,contract_type,internet_service,churn
1098,37.9,46.27,1,South,Month-to-month,None,0
1099,41.8,38.06,3,South,Month-to-month,Fiber,1
1100,53.8,89.35,0,South,Two year,None,0
1101,14.9,108.6,0,West,Month-to-month,DSL,1
1102,26.9,56.44,3,North,Month-to-month,DSL,0
1103,17.4,41.23,2,East,One year,DSL,0
1104,28.2,24.74,2,East,One year,None,0
1105,28.1,60.61,1,West,Two year,Fiber,0
1106,12.4,59.31,1,East,Two year,DSL,0
1107,29.2,53.28,0,West,One year,DSL,0
1108,72.0,68.98,1,West,Month-to-month,DSL,0
1109,35.4,72.11,0,South,One year,DSL,1
1110,10.7,70.82,1,West,Two year,Fiber,0
1111,14.3,59.31,2,West,Month-to-month,Fiber,0
1112,26.0,45.17,1,North,Two year,Fiber,0
1113,14.5,76.98,2,East,One year,DSL,0
1114,52.2,65.23,3,South,Month-to-month,DSL,0
1115,9.8,80.99,2,East,One year,DSL,0
1116,35.5,79.22,3,North,One year,DSL,0
1117,8.3,39.41,3,East,Month-to-month,DSL,1
1118,25.8,39.18,3,South,Month-to-month,Fiber,0
1119,13.1,51.4,3,East,One year,DSL,0
1120,39.3,45.99,3,North,Month-to-month,None,0
1121,47.4,78.59,1,East,Month-to-month,DSL,0
1122,32.5,71.32,3,South,One year,None,0
1123,48.6,84.79,2,East,One year,None,0
1124,3.6,72.14,1,South,One year,Fiber,1
1125,29.0,68.76,3,North,Two year,DSL,0
1126,35.3,86.6,2,South,Two year,DSL,0
1127,37.9,73.46,0,West,Month-to-month,Fiber,0
1128,6.5,66.23,0,North,Month-to-month,Fiber,0
1129,34.1,91.65,3,East,One year,Fiber,0
1130,38.4,67.07,1,North,Month-to-month,Fiber,0
1131,28.8,59.52,1,East,Two year,DSL,0
1132,10.8,49.92,1,North,One year,Fiber,1
1133,18.7,77.65,3,South,Month-to-month,Fiber,0
1134,52.4,87.27,3,South,One year,DSL,0
1135,49.1,64.09,3,North,One year,Fiber,0
1136,34.9,88.54,0,South,Two year,DSL,0
1137,39.8,29.54,1,South,Month-to-month,Fiber,1
1138,45.9,64.0,1,East,Two year,Fiber,0
1139,34.6,64.28,1,West,Month-to-month,None,0
1140,51.5,51.91,2,South,One year,DSL,0
1141,50.6,107.91,3,West,Two year,DSL,0
1142,72.0,63.81,0,South,Month-to-month,DSL,0
1143,19.2,57.66,0,North,Month-to-month,Fiber,0
1144,19.4,65.47,3,North,Two year,DSL,0
1145,2.2,28.95,2,South,Two year,Fiber,0
1146,33.2,51.32,1,South,Month-to-month,DSL,0
1147,72.0,82.7,3,West,One year,Fiber,0
1148,53.8,53.68,3,East,Two year,DSL,0
1149,42.6,50.08,2,East,Month-to-month,Fiber,1
1150,55.8,88.57,1,South,One year,Fiber,0
1151,35.6,89.12,1,South,Month-to-month,Fiber,0
1152,22.2,74.31,1,East,Month-to-month,DSL,0
1153,72.0,56.81,1,North,Two year,Fiber,0
1154,34.1,60.69,0,North,Month-to-month,DSL,0
1155,50.0,50.53,0,South,Two year,Fiber,0
1156,3.6,47.09,3,North,One year,DSL,0
1157,4.4,46.2,1,East,One year,Fiber,0
1158,29.5,53.88,1,North,Month-to-month,None,0
1159,14.5,46.38,4,North,Month-to-month,Fiber,0
1160,31.2,36.85,0,West,Two year,Fiber,0
1161,19.4,68.95,0,West,One year,Fiber,1
1162,72.0,69.22,4,South,One year,Fiber,0
1163,47.7,95.61,3,South,Month-to-month,Fiber,0
1164,58.9,52.97,0,West,Month-to-month,Fiber,0
1165,5.2,70.33,2,North,Month-to-month,None,0
1166,42.2,70.63,1,South,One year,DSL,0
1167,23.9,60.43,1,North,Month-to-month,Fiber,0
1168,59.5,78.4,0,South,One year,Fiber,0
1169,38.8,78.95,2,West,Month-to-month,Fiber,0
1170,26.1,70.89,0,East,Month-to-month,Fiber,0
1171,11.6,60.4,1,West,One year,Fiber,0
1172,29.2,58.56,0,East,One year,Fiber,0
1173,51.7,40.38,1,East,Two year,Fiber,0
1174,61.4,50.49,3,East,Month-to-month,None,0
1175,21.3,53.8,3,East,One year,DSL,1
1176,72.0,44.77,1,South,Month-to-month,None,0
1177,49.4,72.92,1,South,Two year,Fiber,0
1178,14.7,86.54,3,East,One year,DSL,1
1179,12.4,48.65,2,North,Month-to-month,Fiber,1
1180,24.8,70.1,3,South,Two year,Fiber,0
1181,21.3,46.39,2,North,Month-to-month,DSL,1
1182,35.8,59.51,0,East,Month-to-month,Fiber,0
1183,27.4,52.57,1,North,Month-to-month,Fiber,0
1184,22.4,75.83,2,South,Month-to-month,DSL,0
1185,8.7,52.78,1,South,Two year,DSL,0
1186,39.5,83.21,5,North,One year,DSL,0
1187,8.1,60.58,0,West,One year,Fiber,0
1188,49.5,53.31,1,South,Two year,Fiber,0
1189,5.8,42.44,1,South,One year,None,0
1190,7.7,69.56,4,North,Month-to-month,Fiber,1
1191,14.6,81.11,0,West,Month-to-month,Fiber,0
1192,20.1,69.92,2,East,Month-to-month,Fiber,1
1193,17.5,105.3,2,South,Two year,None,0
1194,20.0,90.74,1,North,Two year,DSL,0
1195,31.5,59.46,5,East,One year,Fiber,0
1196,14.9,59.28,2,West,Month-to-month,None,1
1197,31.7,73.45,0,South,Month-to-month,Fiber,0
1198,3.7,49.92,2,North,Two year,None,0
1199,14.5,85.99,1,North,Month-to-month,Fiber,1
1200,7.4,71.51,2,North,One year,Fiber,0
1201,49.2,69.62,2,East,Month-to-month,Fiber,0
1202,16.3,77.37,2,West,Month-to-month,None,1
1203,38.0,96.01,1,West,One year,None,0
1204,6.4,68.08,4,West,Two year,DSL,0
1205,60.8,62.97,2,North,One year,Fiber,0
1206,28.3,92.16,0,West,One year,Fiber,0
1207,72.0,82.42,0,South,Month-to-month,Fiber,0
1208,26.4,59.22,0,South,Two year,Fiber,1
1209,8.7,65.09,3,East,One year,Fiber,0
1210,13.3,68.52,3,North,One year,DSL,0
1211,22.9,71.51,1,West,One year,DSL,0
1212,13.6,40.58,2,West,Month-to-month,None,1
1213,46.5,37.24,2,West,Month-to-month,Fiber,0
1214,27.8,49.03,4,West,Two year,Fiber,0
1215,13.7,47.63,1,South,One year,DSL,1
1216,42.4,53.41,4,North,Month-to-month,Fiber,1
1217,21.0,76.42,1,West,Month-to-month,DSL,0
1218,41.3,61.96,0,East,Two year,DSL,0
1219,18.8,68.54,1,West,One year,Fiber,0
1220,36.5,42.96,0,North,One year,Fiber,0
1221,20.5,56.69,1,South,Month-to-month,None,0
1222,46.5,75.57,3,South,Two year,DSL,0
1223,6.5,75.71,0,East,Two year,DSL,0
1224,10.9,51.96,0,West,One year,DSL,0
1225,24.2,67.91,1,West,Month-to-month,DSL,0
1226,16.8,104.58,2,South,One year,Fiber,0
1227,20.1,64.68,1,South,Two year,DSL,0
1228,39.0,52.52,2,North,One year,None,0
1229,19.8,61.87,3,North,Two year,Fiber,1
1230,32.4,66.66,1,South,One year,Fiber,0
1231,14.4,62.28,0,East,Month-to-month,DSL,0
1232,5.3,64.44,0,South,One year,DSL,1
1233,41.1,39.02,2,South,Two year,Fiber,0
1234,68.7,47.67,1,East,Month-to-month,DSL,0
1235,30.4,62.31,2,West,Month-to-month,DSL,0
1236,25.1,62.03,4,North,One year,DSL,0
1237,28.5,54.81,1,South,Month-to-month,Fiber,1
1238,56.1,61.81,1,East,Two year,Fiber,0
1239,30.6,66.1,5,West,Month-to-month,Fiber,1
1240,42.3,81.01,1,West,Month-to-month,None,0
1241,41.2,63.21,2,North,Month-to-month,DSL,0
1242,48.7,72.18,0,East,One year,Fiber,0
1243,24.7,55.25,1,West,One year,None,0
1244,18.7,75.3,1,South,Month-to-month,Fiber,0
1245,36.8,71.76,2,South,Month-to-month,DSL,0
1246,46.8,80.58,0,West,Month-to-month,Fiber,0
1247,51.9,77.84,3,North,One year,DSL,0
1248,60.0,75.6,5,East,Two year,DSL,0
1249,44.3,63.23,2,West,One year,DSL,0
1250,18.0,69.41,7,North,Month-to-month,Fiber,1
1251,30.4,84.14,3,East,One year,Fiber,0
1252,28.7,53.26,2,South,Month-to-month,Fiber,0
1253,26.8,53.69,2,West,Month-to-month,None,1
1254,36.8,68.27,3,West,Month-to-month,Fiber,0
1255,23.3,72.48,0,West,Month-to-month,DSL,0
1256,23.3,50.17,0,North,Month-to-month,DSL,0
1257,71.1,63.65,1,East,One year,Fiber,0
1258,25.5,63.31,2,West,Month-to-month,Fiber,0
1259,48.5,25.12,4,East,One year,Fiber,0
1260,50.2,61.05,0,East,Two year,DSL,0
1261,30.9,62.17,0,North,One year,None,0
1262,23.9,62.11,3,West,One year,Fiber,0
1263,14.8,90.49,0,North,One year,None,0
1264,8.0,43.12,3,South,Month-to-month,Fiber,0
1265,38.4,50.16,1,West,Month-to-month,Fiber,1
1266,33.9,20.0,1,West,One year,None,0
1267,41.7,56.34,2,West,Two year,None,0
1268,19.5,57.88,1,South,Two year,Fiber,0
1269,72.0,55.82,1,North,Two year,DSL,0
1270,35.7,84.94,2,South,One year,None,0
1271,24.9,80.49,3,North,One year,DSL,1
1272,5.1,66.4,1,West,Two year,DSL,0
1273,20.9,58.33,2,East,Two year,Fiber,0
1274,42.9,83.47,3,South,One year,Fiber,0
1275,59.2,64.64,2,North,Two year,DSL,1
1276,27.4,50.27,1,South,Two year,DSL,0
1277,64.7,34.11,7,West,One year,Fiber,0
1278,14.1,57.06,3,East,Month-to-month,Fiber,0
1279,34.5,78.58,1,North,Month-to-month,Fiber,0
1280,35.1,105.98,1,North,One year,DSL,0
1281,38.5,66.11,1,South,Month-to-month,Fiber,0
1282,29.8,51.22,2,North,Month-to-month,Fiber,0
1283,33.4,43.67,0,West,One year,Fiber,0
1284,13.8,74.94,1,East,Two year,None,0
1285,55.9,33.24,3,North,Two year,DSL,0
1286,45.8,74.91,1,West,One year,Fiber,0
1287,32.6,79.72,1,South,Month-to-month,Fiber,0
1288,46.4,72.85,3,North,Month-to-month,Fiber,0
1289,57.0,61.05,1,East,One year,DSL,0
1290,38.2,75.17,0,North,Month-to-month,DSL,0
1291,72.0,68.08,3,South,One year,DSL,0
1292,40.1,50.99,1,West,Two year,DSL,0
1293,15.4,98.31,0,West,One year,Fiber,1
1294,31.6,58.67,2,South,One year,Fiber,0
1295,47.5,78.96,0,East,One year,Fiber,0
1296,57.0,21.46,1,North,Two year,Fiber,0
1297,30.2,87.98,0,East,Month-to-month,Fiber,0
1298,14.5,91.44,2,North,One year,DSL,1
1299,23.6,65.54,2,East,Month-to-month,Fiber,1
1300,10.3,75.06,2,North,One year,DSL,0
1301,42.5,75.05,2,West,Month-to-month,Fiber,1
1302,20.8,53.43,5,West,One year,Fiber,0
1303,17.0,74.85,3,South,One year,DSL,0
1304,44.9,50.44,4,West,Month-to-month,Fiber,0
1305,63.9,54.04,0,North,One year,Fiber,0
1306,17.0,85.28,2,East,Month-to-month,Fiber,1
1307,30.3,82.54,2,South,Month-to-month,DSL,1
1308,24.2,52.29,1,North,Month-to-month,Fiber,0
1309,58.5,51.8,4,East,Month-to-month,None,0
1310,26.0,53.38,0,South,Two year,None,0
1311,13.6,78.19,0,East,Two year,DSL,0
1312,26.8,47.0,3,East,One year,Fiber,0
1313,51.6,71.42,1,North,One year,DSL,0
1314,23.3,78.44,2,North,One year,Fiber,0
1315,18.2,63.41,1,East,Two year,None,0
1316,25.3,83.18,4,East,One year,DSL,1
1317,13.9,59.52,1,North,Month-to-month,Fiber,0
1318,24.2,61.15,1,South,One year,Fiber,0
1319,19.1,47.41,3,East,Two year,DSL,1
1320,72.0,83.31,2,East,Month-to-month,None,0
1321,6.1,51.2,1,West,Month-to-month,DSL,0
1322,15.3,71.3,1,South,Month-to-month,DSL,1
1323,18.2,63.72,1,East,Month-to-month,DSL,1
1324,14.0,46.05,3,East,One year,DSL,0
1325,34.7,54.04,0,South,Month-to-month,DSL,1
1326,16.8,89.89,2,North,Two year,Fiber,0
1327,9.5,68.63,1,North,One year,DSL,1
1328,28.7,46.84,3,West,Month-to-month,DSL,0
1329,22.5,70.5,2,North,Two year,Fiber,0
1330,17.3,62.37,2,East,One year,Fiber,0
1331,57.7,127.17,1,East,One year,Fiber,0
1332,35.4,70.13,1,South,One year,Fiber,1
1333,33.1,58.15,2,West,Two year,DSL,0
1334,35.9,90.56,2,East,Month-to-month,Fiber,0
1335,34.8,31.86,2,North,Month-to-month,DSL,0
1336,23.2,66.7,2,West,Month-to-month,Fiber,0
1337,16.9,100.9,0,South,Month-to-month,None,1
1338,29.0,62.91,1,South,One year,DSL,0
1339,22.9,33.8,1,East,Month-to-month,DSL,1
1340,6.1,57.87,1,East,One year,DSL,1
1341,13.1,91.18,4,South,Month-to-month,Fiber,1
1342,21.1,71.77,2,West,Two year,DSL,0
1343,45.5,49.9,2,East,One year,DSL,1
1344,29.1,52.67,1,East,Two year,Fiber,0
1345,14.9,54.93,0,North,Two year,None,0
1346,12.3,71.5,2,South,Month-to-month,Fiber,1
1347,51.1,89.09,0,South,One year,DSL,0
1348,23.9,83.94,1,East,Month-to-month,Fiber,1
1349,1.9,73.21,1,East,Two year,DSL,0
1350,24.9,41.03,0,West,One year,Fiber,0
1351,39.9,41.1,1,South,Month-to-month,Fiber,0
1352,12.0,74.6,1,East,Month-to-month,Fiber,1
1353,27.8,40.78,4,West,Month-to-month,None,0
1354,29.4,60.94,0,West,Two year,Fiber,0
1355,12.6,70.47,2,West,One year,DSL,1
1356,53.8,44.52,1,West,Month-to-month,DSL,0
1357,29.7,46.56,1,North,Month-to-month,DSL,0
1358,21.1,63.31,3,East,Month-to-month,Fiber,0
1359,24.0,74.07,0,West,One year,DSL,0
1360,10.9,84.11,2,East,Month-to-month,None,0
1361,10.6,75.93,0,North,Month-to-month,Fiber,1
1362,19.8,66.33,2,West,Two year,Fiber,0
1363,20.6,51.57,4,North,Month-to-month,None,1
1364,23.0,45.72,3,South,One year,Fiber,1
1365,56.5,55.8,1,North,One year,Fiber,0
1366,38.7,72.38,5,South,Month-to-month,Fiber,1
1367,6.9,71.06,3,South,One year,DSL,0
1368,50.5,27.2,3,South,Month-to-month,None,0
1369,19.7,50.86,1,West,Month-to-month,DSL,0
1370,40.9,86.68,0,South,Two year,DSL,0
1371,20.7,66.43,2,East,Two year,Fiber,1
1372,28.6,39.49,0,West,One year,Fiber,0
1373,11.5,107.4,0,West,Month-to-month,Fiber,0
1374,32.5,64.48,2,North,Month-to-month,Fiber,1
1375,43.6,71.92,1,North,Month-to-month,Fiber,0
1376,8.0,72.19,1,East,Two year,DSL,0
1377,44.0,58.38,2,West,Two year,Fiber,0
1378,16.9,51.9,1,East,One year,Fiber,0
1379,66.7,103.19,2,North,Two year,Fiber,0
1380,41.3,83.06,4,East,Month-to-month,Fiber,0
1381,37.2,79.79,3,East,One year,Fiber,0
1382,24.1,75.37,0,East,Month-to-month,Fiber,0
1383,72.0,46.94,1,West,Month-to-month,Fiber,0
1384,19.8,88.0,1,West,Two year,DSL,0
1385,13.3,49.82,1,East,Two year,DSL,0
1386,17.3,70.1,3,East,Month-to-month,DSL,0
1387,48.1,35.49,0,East,Month-to-month,DSL,0
1388,28.2,28.26,1,East,One year,DSL,0
1389,25.8,70.73,1,South,Month-to-month,None,0
1390,20.0,50.44,6,East,One year,DSL,0
1391,24.9,29.19,4,East,One year,DSL,0
1392,19.1,74.73,6,South,Month-to-month,Fiber,1
1393,39.3,103.16,1,North,Month-to-month,Fiber,1
1394,22.7,90.01,1,East,Month-to-month,Fiber,1
1395,17.5,60.37,1,East,Two year,Fiber,0
1396,45.8,65.16,3,South,Month-to-month,DSL,1
1397,13.6,80.98,0,South,One year,Fiber,0
1398,28.5,85.2,5,North,Month-to-month,DSL,1
1399,6.0,58.82,3,West,One year,None,0
1400,9.9,65.62,0,West,Month-to-month,DSL,1
